index,CODIGO,CLIENTE,NS,FALLA,OBSERVACIONES,FECHAINGRESO,HORAINGRESO,RECEPCIONADO,TECNICO,INFORMETALLER,FECHATERMINADO,HORATERMINADO,ESTADO,ENTREGADO,FECHA_ENTREGADO,GARANTIA,INGRESO
190,156,33,vnbc9bp0j2,,TONER,2017-12-18,12:44:53,1,0,"TONER MALO 
GOMA PICKUP
FUNDA DE FUSOR 
BUEN MANATENIMIENTO $970+IVA",2018-11-16,11:34:38,3,S,2017-12-29,,970.0
193,159,51,3b0946x59151,REVISION,,2017-12-18,13:30:58,1,0,una bateria 12v 7ah. $ 440.0,2018-02-14,11:56:40,3,S,2018-02-14,,459.0
195,161,80,3W27BKAS100069V,RUIDOS FUERTES.,TN,2017-12-18,14:05:25,1,0,"sin ruidos . en ocasiones toma hojas de mas (muy sucia x dentro)
mantenimiento $ 360.00",2018-02-14,11:57:10,3,S,2018-02-14,,360.0
196,162,87,cnbgd26003,HOJA ATORADA Y REV GRAL.,,2017-12-18,15:01:38,1,0,retiro de restos hoja atorada $ 480.00,2018-02-14,11:57:43,3,S,2018-02-14,,480.0
197,163,82,cn1aigd0bf05n9,"CHAROLA ROTA, NO PUEDE COPIAR",,2017-12-18,16:39:07,1,0,"cartuchos en conflicto (60), sustituir los 2.",2018-02-14,11:58:25,3,S,2018-02-14,,62.0
199,173,47,4b1029291269,,,2017-12-20,17:27:59,1,0,cambio de 12v 3ah y servicio $ 430.00,2018-02-14,12:00:29,3,S,2018-02-14,,445.0
200,465,83,07800,ERROR 172  3014,TN,2018-02-14,09:43:15,1,0,"BUEN MANT.
GOMA PICK UP, RODILLO DE PRESION, RODILLO DE CALOR EN MAL ESTADO. ( RECUBRI ). 
$ 680.00 + IVA
",2018-03-09,14:47:08,3,S,2018-03-09,,680.0
201,503,17,u62269m9j286114,tn/dr nuevos   mant,,2018-02-20,18:22:06,1,0,"MANTENIMIENTO. $ 530,00 + IVA

DEMASIADO TONER DERRAMADO EN TODO EL EQUIPO. 

REP. DE BISAGRA MECANISMO DE UNIDAD DE IMAGEN, CHAROLA COMPLETA. REP.D E MECANISMO DE LA TRACCION DE PAPEL AREA ADF. ( ATASCOS ). 
RECUBRIR RODILLO DE CALOR. 
BUEN MANT. $ 1480.00 + IVA",2018-03-06,13:32:37,3,S,2018-03-06,,2010.0
202,167,92,a2t141506,,TN,2017-12-20,09:20:16,1,0,"MANTENIMIENTO $ 620,00 + IVA",2018-02-13,13:36:26,3,S,2018-02-14,,620.0
204,589,220,06Y8B8GF3A007LK,NO JALA LAS HOJAS. TNS,TNS,2018-03-07,09:50:43,1,0,"cambio de electroiman, traccion de papel. $ 300.00 + iva
",2018-03-22,13:32:18,3,S,2018-03-22,,300.0
207,504,187,ue3k034402,lineas blancas en empresion en negro  GARANTIA,,2018-02-20,18:36:51,1,0,GARANTIA.            ENTREGADA 06/MARZO/2018,2018-03-06,13:50:31,3,S,2018-03-06,,2024.0
209,172,95,s25k378404,ALMOHADILLAS Y RESET.,,2017-12-20,12:49:51,1,0,$ 400.00,2018-02-14,11:59:43,3,S,2018-02-14,,400.0
210,174,96,S/SWE,NO ENTRA,ELIMINADOR CON CABLE,2017-12-21,09:09:22,1,0,"PRENDE, PERO INMEDIATAMENTE SE APAGA. $ 400.00 ",2018-02-15,14:05:09,3,S,2018-02-15,,400.0
211,175,97,81133064S,,,2017-12-21,09:19:41,1,0,servicio $ 360.00 + iva,2018-02-14,12:00:45,3,S,2018-02-14,,360.0
212,176,97,cn678490qv065v,,CARTUCHOS TINTA,2017-12-21,09:21:11,1,0,rep. de traccion de papel. $ 300.00,2018-02-14,12:01:05,3,S,2018-02-14,,300.0
213,177,97,0000206,NO DETERMINA LA SUMA CORRECTA Y EL PUNTO FALLA.       ORDEN RIVAS 156,,2017-12-21,09:23:36,1,0,$ 200.00 ,2018-02-14,12:01:19,3,S,2018-02-14,,200.0
215,179,20,CNJ2R12240,IMPRESORA NOTARIA . SRITA. ZENY,TN,2017-12-21,14:11:52,1,0,"FUNDA DE FUSOR, REP. TRACCION  DE PAPEL Y MANT. $1,230.00 

EQUIPO RUIDOSO. HP , TIENE DETENIDOS LOS ENGRANES.",2018-02-14,12:12:13,3,S,2018-02-14,,231.0
216,180,98,cndx240534,banda rota y rev gral.,,2017-12-21,15:23:52,1,0,BANDA DE TRANSPORTE DE PAPEL. JUEGO DE GOMAS PICK UP CHAROA 2. MANT. $ 880.00 +IVA,2018-02-14,12:12:43,3,S,2018-02-14,,882.0
218,506,199,S2NY016428,IMPRESION MALA. ( SE ATORO HOJA ),,2018-02-21,09:56:04,1,0,"REP. DE IMPRESOR $ 480,00 + IVA",2018-02-22,14:06:51,3,S,2018-02-22,,480.0
219,181,99,wbgk043126,IMPRESION MANCHADA,,2017-12-21,16:37:38,1,0,"NO IMPRIME NADA EN COLOR. SOLO NEGRO Y MAL. 
$ 400,00. SI SE LOGRA DESTAPAR.",2018-02-14,12:13:11,3,S,2018-02-14,,400.0
220,182,88,DMTGV207DFHW,,,2017-12-21,18:13:19,1,0,"$1,050.00 +IVA
T.E. 2 DIAS.",2018-02-14,12:13:57,3,S,2018-02-14,,53.0
221,183,5,vnd3q24877,POSIBLE FUNDA FUSOR.,SIN TN,2017-12-22,09:02:30,1,0,"FUNDA FUSOR, MANT. $ 550.00 + IVA",2018-02-14,12:14:13,3,S,2018-02-14,,550.0
224,507,5,ruz54661,SE ATORO HOJA Y DESPUES TIENE UN RUIDO. / MANTENIMIENTO.,TN,2018-02-21,10:34:42,1,0,"MANTENIMIENTO. $ 480,00 + IVA

RUIDOS POR CAUSA DEL CARTUCHO DE TONER.",2018-03-06,13:41:17,3,S,2018-03-06,,480.0
225,185,55,7501693402254,REVISION,,2017-12-22,12:05:59,1,0,cambio de bateria 12v 4.5ah y serv. $ 430.00,2018-02-14,12:47:12,3,S,2018-02-14,,446.5
226,186,83,se8y019368,FALLA SCANNER,,2017-12-22,12:59:03,1,0,rep. de escaner y serv. $ 400.00,2018-02-14,12:47:31,3,S,2018-02-14,,400.0
227,190,77,4b1614p14001,REV GRAL,,2017-12-27,11:49:03,1,0,rep. tarjeta logica.  $ 360.00,2018-02-14,12:48:51,3,S,2018-02-14,,360.0
228,187,100,2736936,REV GRAL.,,2017-12-22,14:14:48,1,0,$ 250.00,2018-02-14,12:47:46,3,S,2018-02-14,,250.0
229,188,100,3368,,,2017-12-22,14:15:48,1,0,· 360.00,2018-02-14,12:47:59,3,S,2018-02-14,,360.0
231,192,38,VNB3Y66706,OBJETO EXTRAÑO EN FUSOR   C/TONER,,2017-12-28,08:48:48,1,0,"rep. de fusor y servicio $ 620,00",2018-02-14,12:49:14,3,S,2018-02-14,,620.0
233,194,4,vnd3717027,S/TONER,,2017-12-28,10:00:52,1,0,mantenimiento. $ 300.00,2018-02-14,12:49:35,3,S,2018-02-14,,300.0
234,195,4,ETQ06151,TONER,,2017-12-28,10:05:31,1,0,"funda de fusor. mant. $ 860,00",2018-02-14,12:49:58,3,S,2018-02-14,,860.0
240,197,103,n22400a h11ak43023297a0,,,2017-12-28,10:30:42,1,0,"CAMBIO DE BISAGRA. REP. DE TRACCION DE PAPEL, MANT. $2,200.00 + IVA. 

NOTA: SISTEMA ADF, CON PROBLEMAS POR DEFORMACION DE PALSTCISO. NO INCLUIDO EN PRESUPUESTO.",2018-02-13,13:03:44,3,S,2018-02-14,,202.0
241,198,4,vma556057,,,2017-12-28,10:36:37,1,0,"cambio de tractor de papel, mant. $ 780.00",2018-02-14,12:50:47,3,S,2018-02-14,,780.0
242,200,102,TH5CE3H1B30663,,,2017-12-28,11:52:20,1,0,"a reciclado. 

cartucho amarillo en mal estado. sustituir.

electroiman de la traccion de papel.  mant.  $400.00 
",2018-04-04,13:31:24,3,S,2018-04-04,,400.0
243,201,102,504000200854401138,NO SE VE,,2017-12-28,12:06:53,1,0,"fuente y leds $ 1,300.00 
grande fuente y leds. $2,300.00",2018-02-14,12:51:15,3,S,2018-02-14,,603.0
245,202,104,32700394pv,ENCENDIDO,,2017-12-29,13:57:04,1,0,"$ 440,00+ iva",2018-02-14,12:51:31,3,S,2018-02-14,,440.0
246,203,104,314116,AVANZA PAPEL CHECO,,2017-12-29,13:58:18,1,0,$ 360.00 + iva,2018-02-14,12:51:45,3,S,2018-02-14,,360.0
247,204,105,ue3k002695,IMPRESION EN NEGRO,,2017-12-29,15:10:53,1,0,$ 450.00 + iva,2018-02-13,11:11:36,3,S,2018-02-14,,450.0
248,205,26,XK10806H,NO ENCIENDE.  SERVICIO.,,2018-01-02,12:22:41,1,0,"no autorizada.

rep. de encendido y mant. $ 620.0 ",2018-04-12,14:18:19,3,S,2018-04-12,,620.0
249,206,106,VNB3J93518,NO TOMA LAS HOJAS,TN,2018-01-02,12:35:36,1,0,"rep. de electroiman de traccion de papel. $ 480.00 
toner generico $ 280.0 neto.",2018-02-14,12:52:41,3,S,2018-02-14,,760.0
253,210,17,s3pk019557,No prende Revision General,,2018-01-02,16:25:28,1,0,fuente y servicio $ 630.00,2018-02-14,12:56:10,3,S,2018-02-14,,630.0
254,212,109,q6455a,MANTENIMIENTO.,TNS,2018-01-03,10:08:49,1,0,mant. ajustes de colores. impresora ya pide todos los cartuchos. $ 630.00,2018-02-14,12:56:59,3,S,2018-02-14,,630.0
255,512,23,u62269k1j880155,,TN,2018-02-22,10:44:50,1,0,"DR-620  $ 815.00 NETO

MANT. Y RODILLO DE CALOR $ 930.00 + IVA

UNIDAD DE IMAGEN DEJA MANCHAS AL LADO IZQUIERDO.",2018-03-06,13:43:19,3,S,2018-03-06,,2365.0
256,211,83,75049894,Indicado en hoja,,2018-01-02,16:39:06,1,0,rep. de tractor de papel y buen mant. $ 930.00 + iva,2018-02-14,12:56:30,3,S,2018-02-14,,930.0
258,213,110,8CG74371GG,"INSTALAR PROGRAMA DE CORE, ILUSTRADOR Y CORE , PHOTOSHOP.",ELIMINADOR SIN CABLE,2018-01-03,10:34:55,1,0,"trae 1gb, ddr4, 2133 mhz. soporta 12gb. trae 2 slots. 

4gb $ 1,100.00 
8 gb $ 2100,00",2018-02-14,12:57:42,3,S,2018-02-14,,4365.0
259,513,58,89371487q,NO PRENDE,ELIMINADOR CON CABLE,2018-02-22,10:47:50,1,0,"SIN REPARACION. 

BONIFICAR $ 1,000.00 
FAT. 1208   4 NOV. 
",2018-05-14,13:26:49,3,S,2018-05-14,,1213.0
260,214,4,u62269l0j575743,ATORA HOJAS.  REVISION GRAL.   MANTENIMIENTO.,TN,2018-01-03,10:40:20,1,0,cambio de guias de salida de papel. buen mant. $ 630.00,2018-02-14,12:58:06,3,S,2018-02-14,,630.0
261,215,111,vnd3x26202,NO PRENDE,TN,2018-01-03,12:08:30,1,0,"cambio fuente , mant. $ 550,00",2018-02-14,13:07:30,3,S,2018-02-14,,550.0
262,222,21,mxx82506t5,SE REINICIA,,2018-01-03,18:39:35,1,0,"fuente de poder dañada. windows dañado . hay que reinstalar y ver como funciona el disco duro. 

fuente $ 360.00 
servicio 400..00",2018-02-14,13:10:19,3,S,2018-02-14,,760.0
263,514,53,04692,NO ENTRA WINDOWS.,,2018-02-22,12:58:49,1,0,"disco duro malo, trae progrma de facturacin y recomendar subir memoria trae 2gb, ddr2, 667mhz - 4 gb. 

D.D. $ 1,000.00 
SERV. $ 400.00 + IVA
",2018-02-28,11:34:40,3,S,2018-02-28,,1076.0
264,216,112,3927bkeq510778m,MANTENIMIENTO.,TN,2018-01-03,12:34:51,1,0,mantenimmiento. $ 300.00,2018-02-14,13:07:46,3,S,2018-02-14,,300.0
269,220,4,F149200,´ AV. HIDALGO 1242 ´  // MANDA IMPRESION Y ATORA HOJAS.,TN,2018-01-03,13:11:51,1,0,"funda fusor, buen mantenimiento. y goma pick up. 
$ 800.00 + iva",2018-02-14,13:09:21,3,S,2018-02-14,,800.0
272,226,80,z5pyb8gd2f0019w,,TN,2018-01-04,10:19:04,1,0,"mantenimiento. $ 360,00 + iva
",2018-03-14,13:57:52,3,S,2018-03-14,,360.0
273,235,5,zd4cbjcda0000mm,TRACCION DE PAPEL,,2018-01-04,15:24:56,1,0,"rep. de traccion de papel. $ 480.,00",2018-02-14,13:15:57,3,S,2018-02-14,,480.0
274,515,121,my7cef80790488,,CARTUCHOS,2018-02-22,13:10:46,1,0,"caabezal negro c4810a  $ 1,151.00 neto. 
mantenimiento. $ 830,0 + iva
",2018-03-06,13:45:29,3,S,2018-03-06,,5792.0
275,227,115,zd4cbjdd90008cj,MANTENIMIENTO. CAMBIO DE UNIDAD DE IMAGEN.,TN,2018-01-04,11:03:26,1,0,"unidad de imagen 1,317.00 neto original
693.00 neto  generico

toner $ 693.00 generico.",2018-02-14,13:11:28,3,S,2018-02-14,,1704.0
276,239,79,z6h4bkeb702968z,REVISION GRAL.,TN,2018-01-05,09:14:45,1,0,"serv. al fusor. ( plastas de toner en el rodillo de calor ) 
mant. $ 400.00 + iva

toner con mala calidad. sustituir.",2018-02-14,13:18:02,3,S,2018-02-14,,400.0
282,232,118,W88110GWY51,CONSEGUIR EL ADAPTADOR.,,2018-01-04,13:14:31,1,0,adaptador $ 550.00,2018-02-14,13:11:45,3,S,2018-02-14,,550.0
283,233,25,cnd8f5qgz4,IMPRESION MALA,TN,2018-01-04,13:24:49,1,0,"rep. de fugas de volt. $ 680.00 

fuga de voltajes en cartuchos.",2018-02-14,13:12:11,3,S,2018-02-14,,680.0
284,234,68,PIX-10,REVISION,ELIMINADOR,2018-01-04,13:29:21,1,0,"$480,00",2018-02-14,13:12:34,3,S,2018-02-14,,480.0
285,237,120,z2uzbffz100024a,TRACCION DE PAPEL,,2018-01-04,16:34:15,1,0,"pad completo de charola de papel. goma pick up, serv. $630.00 + iva",2018-02-14,13:16:41,3,S,2018-02-14,,630.0
287,240,79,21dkg19296,REV. GRAL.,TN,2018-01-05,09:18:17,1,0,"rep. de fusor, mant. $ 1330,00",2018-02-14,13:18:56,3,S,2018-02-14,,1330.0
288,241,41,09319,,,2018-01-05,09:54:35,1,0,"una bateria 12v 7ah. servicio $ 440,00",2018-02-14,13:19:22,3,S,2018-02-14,,459.0
289,245,17,cnac872128,TOMA UNA HOJA Y YA NO QUIERE MAS,,2018-01-05,17:26:34,1,0,"rep. de traccion papel ( mecanismo ), mant. $ 640,00",2018-02-14,13:20:50,3,S,2018-02-14,,640.0
290,520,50,u62700b2n625522,,TN,2018-02-23,09:05:17,1,0,"MANTENIMIENTO $ 80,00 + IVA",2018-02-28,11:30:12,3,S,2018-02-28,,80.0
291,242,41,UPR754,,,2018-01-05,09:56:24,1,0,"una bateria 12v 7ah, servicio $ 440.00",2018-02-14,13:19:44,3,S,2018-02-14,,459.0
293,244,48,cnj8f6vj85,,,2018-01-05,14:29:54,1,0,cambio de escaner y mant. $ 670.00,2018-02-14,13:20:31,3,S,2018-02-14,,670.0
295,247,122,3615A,formatear s/resp. y presup. de bateria,,2018-01-06,11:00:18,1,0,servicio $ 350..00,2018-02-14,13:21:27,3,S,2018-02-14,,350.0
296,248,95,940233191052,ACTUALIZAR EL OFFICE,,2018-01-08,09:40:31,1,0,respaldo y formateo  $ 400.00,2018-02-14,13:21:48,3,S,2018-02-14,,400.0
298,249,123,l510145le366167,IMPRESION MALA,TN,2018-01-08,09:46:38,1,0,"rep. de adf, limpieza de laser, ajuste de escaner. mant. gral. $ 780.00 
 recubrir rodillo con serv. ant. $ 1,080.00",2018-02-14,13:22:27,3,S,2018-02-14,,861.0
299,251,125,cnb9087449,ATORA HOJAS,TN,2018-01-09,12:18:51,1,0,"goma pick up (charola multiusos) 
goma pick up (charola 2)
funda del fusor
mant. $ 1,300.00",2018-02-14,09:54:42,3,S,2018-02-14,,303.0
300,253,17,cnc3065385,AL IMPRIMIR HACE RUIDOS. NECESITA AYUDA PARA TOMAR HOJAS,CHAROLAS,2018-01-09,14:14:05,1,0,"funda de fusor al 30% de vida util. rulos de salida de papel (area fusor ), rep. de la traccion de papel, electroiman.mant. $ 480.00",2018-02-14,13:24:38,3,S,2018-02-14,,510.0
302,254,120,S4VY110173,cabezal tapado,,2018-01-09,16:03:52,1,0,$ 480.00,2018-02-14,13:24:52,3,S,2018-02-14,,480.0
303,255,77,06YBB8KH4B005QK,"MANCHAS, ATORA HOJAS",toner,2018-01-09,17:03:03,1,0,"cartucho de toner en mal estado. sustituir. 
buen mant. $ 400.00",2018-02-14,13:25:29,3,S,2018-02-14,,400.0
305,258,127,866900,NO ENTRA WINDOWS,ELIMINADOR SIN CABLE,2018-01-10,11:36:38,1,0,"disco duro mal. 

d.d. seagate 1tb  1,026.00 neto
serv. 464.00 neto.",2018-02-14,13:27:12,3,S,2018-02-14,,492.0
306,521,127,u62674k1n732209,ESTAN ALERTADOS LOS LEDS.,TN,2018-02-23,10:00:10,1,0,"$ 300.00 

SENSOR DE REGISTRO DE PAPEL. RESTABLECIMIENTOS. 
(DESBLOQUEAR EQUIPO ) . 
",2018-05-14,13:12:33,3,S,2018-05-14,,300.0
308,259,40,e8by327636,REV.GRAL.,COMPLETA,2018-01-10,14:31:42,1,0,"cambio de expulsor papel, mascarilla, mant. $ 740.00 + iva",2018-02-14,13:27:38,3,S,2018-02-14,,740.0
310,264,4,VGNK063294,,,2018-01-10,18:15:16,1,0,destapado de cabezal $ 400.00 + iva,2018-02-14,13:28:15,3,S,2018-02-14,,400.0
311,261,26,474473,REV GRAL.  COMPLETA EN ACC,,2018-01-10,16:15:46,1,0,"rep. de impresor y mant. $ 360.00 
",2018-02-28,11:31:52,3,S,2018-02-28,,360.0
312,262,4,MXX64404YW,FORMATEAR S/RESPALDO  C/D.D. EXTERNO PARA REVISION DE VIRUS,,2018-01-10,17:44:48,1,0,$ 350.00 + iva,2018-02-14,13:27:53,3,S,2018-02-14,,350.0
316,270,130,z2v0badba00546w,RUIDOS AL ENCENDERLA,,2018-01-11,16:54:14,1,0,"engrane del rodillo de calor, buje del rodillo de calor, serv. $ 520.00",2018-02-14,13:31:04,3,S,2018-02-14,,520.0
320,269,129,52VM3F1,NO PRENDE,,2018-01-11,11:54:27,1,0,si prende. no trae sistema.   serv. $ 400.00,2018-02-14,13:30:28,3,S,2018-02-14,,400.0
321,272,131,vnd3d20202,RUIDOS,,2018-01-12,13:41:02,1,0,"rep. de traccion de papel, mant. $ 430.00 + iva. 

servicio a lapto/cpu/serv. cambio de tecaldo $ 480.0",2018-02-14,13:31:50,3,S,2018-02-14,,910.0
322,273,99,etd7902878019,BOTONES DE CONTROL,,2018-01-12,14:06:01,1,0,REP. DE BOTONERA $ 250.00 + IVA,2018-02-13,13:44:05,3,S,2018-02-14,,250.0
323,275,111,FCNHC58Z0KK,ruidos c/toner,,2018-01-12,15:00:41,1,0,"funda fusor, rep. de charola, mant. $ 780,00 + iva",2018-02-13,13:44:14,3,S,2018-02-14,,780.0
326,276,132,w98y037717,LINEAS EN IMPRESION,,2018-01-12,16:34:10,1,0,"4 colores de tinta 185.00 c/u = 740.00 
destapado de cabezales y mant. $ 450.00 + iva",2018-02-14,13:32:24,3,S,2018-02-14,,1379.0
328,277,133,5cd3317bqm,SE APAGA CON CIERTOS PROGRAMAS. checar para mas memoria.,elim. s/cable.,2018-01-15,09:54:27,1,0,mant. $ 200.00,2018-02-14,13:33:04,3,S,2018-02-14,,200.0
329,278,83,VND3R92080,completamente en negro.,tn,2018-01-15,11:02:19,1,0,"contactos del cartucho.  matn. $ 480.00 

no acepto.",2018-02-14,13:33:50,3,S,2018-02-14,,480.0
331,281,135,0000603,REV. GRAL.,,2018-01-15,14:32:14,1,0,$ 250.0,2018-02-14,13:34:06,3,S,2018-02-14,,250.0
333,282,135,SPN43387,,"TN. BOCINA, CHAROLA.",2018-01-15,14:33:58,1,0,"mecanismo de tracccion de papel, mant. >$ 630,00",2018-02-14,13:34:47,3,S,2018-02-14,,630.0
334,283,135,0170943,AVANCE CINTA,,2018-01-15,14:31:37,1,0,$ 360.0,2018-02-14,13:35:02,3,S,2018-02-14,,360.0
337,286,33,544045,,,2018-01-15,18:59:57,1,0,$ 450.0,2018-02-14,13:35:49,3,S,2018-02-14,,450.0
338,287,33,cnn5381bcc,,,2018-01-15,19:04:37,1,0,$ 450.00 + iva,2018-02-14,13:36:02,3,S,2018-02-14,,450.0
339,288,33,114001,,,2018-01-15,19:15:41,1,0,$ 450.00 + iva,2018-02-14,13:36:17,3,S,2018-02-14,,450.0
343,291,41,CNBKC07856,se queda alertada,tn,2018-01-16,10:37:44,1,0,contactos del cartucho. mant. $ 525.00 + iva,2018-02-14,13:37:37,3,S,2018-02-14,,525.0
344,292,137,vnbccd01mc,traccion papel  c/toner,,2018-01-16,16:19:36,1,0,"cambio de electroiman, embrague de traccion de papel. 
serv. $ 830.00 +iva",2018-02-14,13:38:08,3,S,2018-02-14,,830.0
345,466,83,n22106a  08al1c068669a0,NO DETECTA EL SENSOR,TN,2018-02-14,09:46:41,1,0,"BUEN MANTENIMIENTO. RODILLO DE CALOR DAÑADO. GOMA PICK UP, CAMBIO DE SENSOR UNIDAD DE IMAGE. MANT. $ 720.00 
",2018-04-12,14:19:39,3,S,2018-04-12,,720.0
349,299,142,L508141LE357900,no prende,,2018-01-17,18:15:42,1,0,"NO SE PUEDE DIAGNOSTICAR EN SU TOTALIDAD, EL EQUIPO POR LA FALLA QUE PRESENTA EN LA FUENTE INTERNA. 

REP. DE FUENTE $ 480,00 +IVA
  $ 556.80.",2018-02-13,13:11:08,3,S,2018-02-14,,1036.8
352,297,3,DZHY111777,rompe las hojas,,2018-01-17,12:41:11,1,0,"MASCARILLA, SENSOR, MANTENIMIENTO.   $ 480.00 
",2018-02-15,14:05:32,3,S,2018-02-15,,480.0
354,301,68,332485303,,ELIMINADOR.,2018-01-18,11:00:47,1,0,"mecanismo de avance de cinta, cinta.mant. $ 880,00 + iva",2018-02-13,13:46:15,3,S,2018-02-14,,880.0
360,305,143,e8by383662,REV.GRAL.,"SIN, CINTA, TRACTOR, TAPA.",2018-01-19,10:24:59,1,0,"MASCARILLA, PERILLA, SERVICIO $ 670.00 + IVA",2018-03-23,14:39:05,3,S,2018-03-23,,670.0
361,308,145,Z729B8KCAE00SFJ,NO JALA LAS HOJAS. CHECAR CONFIGURACION (IMPRESION MUY NEGRA),TN,2018-01-19,12:44:17,1,0,"FUENTE DE VOLTAGE. MANT. $ 600,00 + IVA",2018-02-13,13:46:51,3,S,2018-02-14,,600.0
362,525,17,as0b159304a0,marca error posible atasco papel c/toner y piesa suelta,,2018-02-23,14:07:33,1,0,"RODILLO DE CALOR EN MAL ESTADO ( RECUBRIR ) . 
LIMPIEZA DE GUIAS Y TRANSPORTE DE PAPEL. 
EXCESO DE TONER DERRAMADO. 

MANTENIMIENTO. $ 480,00 + IVA",2018-03-06,13:34:49,3,S,2018-03-06,,480.0
364,307,144,e13i26706,REV.,,2018-01-19,12:36:44,1,0,"dos baterias 12v 7ah, serviciio $ 860.00",2018-02-14,13:38:51,3,S,2018-02-14,,879.0
365,309,146,u62715c2n706368,RUIDO. Y ATORAMIENTO DE PAPEL.,TONER EXTRA.,2018-01-19,13:19:45,1,0,REP. DE TRACCION DE PAPEL.  $ 250.00,2018-02-13,13:47:01,3,S,2018-02-14,,250.0
366,310,33,1440BFAQC00017W,´DIGLOSA´,TN,2018-01-19,14:35:02,1,0,"ELECTROIMAN DE LA TRACCION DE PAPEL. ROTACION DE LA GOMA. MANTENIMIENTO. $ 480.00 + IVA

CARTUCHO EN MAL ESTADO. 

AL LADO IZQUIERDO ( DEJA MANCHAS ) .",2018-03-06,13:06:15,3,S,2018-03-06,,480.0
367,311,33,z2l6bafz300165y,DIGLOSA,TN,2018-01-19,14:36:57,1,0,"MANTENIMIENTO. $ 430,00 + IVA

TONER MALO 

PUERTA FRONTAL DAÑADA. SE TRATARA DE RESTABLECER
EQUIPO BLOQUEADO POR FIN DE VIDA DE CHIP DE CARTUCHO. 
DEMASIADO TONER DERRAMADO EN TODO EL EQUIPO.",2018-03-06,13:30:00,3,S,2018-03-06,,430.0
368,312,147,CNDF216936,ATORA HOJAS,TN,2018-01-19,14:39:39,1,0,"GOMA PICK UP, SERV. DE MANT. $ 870.00 + IVA",2018-02-13,13:47:10,3,S,2018-02-14,,870.0
369,313,148,284006,ATORA LAS HOJAS Y RUIDOS EN TRACCION,,2018-01-19,14:51:22,1,0,"UNIDAD DE IMAGEN EN MAL ESTADO. PONE EN CORTO AL EQUIPO. Y SE ENCUENTRA AGOTADO. 

DR-420 $ 566.00",2018-02-13,13:47:22,3,S,2018-02-14,,986.0
371,315,41,19973/04285,,,2018-01-19,16:29:05,1,0,"dos baterias y fusible $ 840.00 c/u + iva

y servicio.",2018-02-13,13:17:13,3,S,2018-02-14,,840.0
372,316,98,s4vy151143,IMPRESION,,2018-01-19,17:23:41,1,0,"DESTAPADO DE CABEZAL Y MANT. $ 450,00 + IVA",2018-02-13,13:48:04,3,S,2018-02-14,,450.0
373,317,150,cn02ac11gz05c5,IMPRESION INCOMPLETA C/CART S/ELIM,,2018-01-19,17:37:03,1,0,"ENCODE LINEAL, MOTOR DEL CARRO, BANDA DEL CARRO, SERVICIO. $ 360.00 + IVA

643, NORMAL  516,00
643, XL 1,164.00",2018-02-13,13:48:17,3,S,2018-02-14,,2327.0
374,318,4,zelpbjfg8000l2w,POSIBLE RODILLO CALOR,,2018-01-19,17:51:25,1,0,SERV. A DOS FUSORES. MANT. $ 300.00,2018-02-13,13:48:24,3,S,2018-02-14,,300.0
376,396,33,sg65hc206vbk,BANDA Y CALIDAD DE IMPRESION,CARTUCHOS-. ROLLO DE PAPEL.,2018-02-01,10:19:50,1,0,"MANTENIMIENTO. $ 680.00 + IVA 

CAMBIAR CABEZAL NEGRO. 
CAMBIO DE BANDA $ 1,365.00 + IVA",2018-02-13,13:22:11,3,S,2018-02-14,,1046.0
377,397,174,VNBCC6G352,REV. GRAL.,TN,2018-02-01,10:44:14,1,0,GUIA PAPEL Y SERV. $ 760.00 + IVA,2018-03-22,12:23:53,3,S,2018-03-22,,760.0
378,319,4,uag368228,REV GRAL.,,2018-01-19,17:52:53,1,0,"REP. DE ADF, SERV. $ 560.00 + IVA",2018-02-13,13:49:04,3,S,2018-02-14,,560.0
380,321,51,5cg22326vj,BISAGRAS Y MANT,,2018-01-19,19:04:06,1,0,"BISAGRAS, TECLADO Y MANT. $ 530,00
ELIMINADOR SIN CABLE. / REP.DE BISAGRAS $ 480.0 
",2018-04-26,13:46:08,3,S,2018-04-26,,1010.0
381,323,137,071277,NO PRENDE,S/ELIMINADOR,2018-01-20,12:42:28,1,0,"MANTENIMIENTO.  $ 300.00  + iva
 SI PRENDE.",2018-02-13,13:49:21,3,S,2018-02-14,,300.0
382,398,174,vnb3y57610,REV. GRAL.,TN,2018-02-01,10:49:07,1,0,"GOMA PICK UP ( FUNDA ), MANT. $ 930,00 + IVA
",2018-03-22,12:24:17,3,S,2018-03-22,,930.0
384,328,53,404a2133050,S/TONER  Y TRACCION DE PAPEL C/MANT,,2018-01-22,14:30:53,1,0,"RECUBRIMIENTO DEL RODILLO DE CALOR. (4 GOMAS ) 2 JUEGOS DE GOMAS PICK UP. CHAROLA 1 Y 2. MANT. $ 1,280.00 + IVA
",2018-04-05,11:01:43,3,S,2018-04-05,,290.0
385,325,79,hqr36089hqr36089,MANTENIMIENTO,TN,2018-01-22,13:02:08,1,0,"GOMA PICK UP, MANT. $ 840,00 +IVA

LINEAS NEGRAL AL ESCANEAR O COPIAR POR ADF",2018-02-13,13:49:37,3,S,2018-02-14,,840.0
386,326,144,h4110500087,REV. GRAL.,,2018-01-22,13:11:42,1,0,400.00,2018-02-13,13:49:49,3,S,2018-02-14,,400.0
