ID del Cliente,Edad del Niño,Sexo del Niño,Nivel de Estudios del Padre,Duración de la Subscripción (meses),Plan de Subscripción,Ingresos del Hogar (USD),Gasto Total en Subscripción (USD),Número de Sesiones por Semana,Nivel de Satisfacción del Cliente,Churn,Valor del Tiempo de Vida (LTV)
1208,7,Femenino,Graduate,7.0,Básico,40133.19,49.0,3.86,2.81,1,638.03
1209,4,Masculino,High School,10.0,Básico,37635.75,70.0,2.29,4.35,1,730.32
1210,7,Masculino,Undergraduate,19.0,Básico,60248.91,133.0,2.78,3.34,1,1092.0
1211,4,Masculino,Undergraduate,30.0,Premium,47914.25,600.0,6.62,5.0,0,1608.26
1212,15,Femenino,Undergraduate,31.0,Premium,68076.43,620.0,4.41,5.0,0,1535.26
1213,4,Masculino,Undergraduate,4.0,Básico,43363.66,28.0,2.32,2.96,1,737.88
1214,13,Masculino,High School,7.0,Premium,44882.38,98.0,6.49,5.0,1,876.51
1215,17,Masculino,Undergraduate,21.0,Básico,41502.34,147.0,2.18,3.11,1,868.19
1216,9,Femenino,Undergraduate,18.0,Básico,33197.25,126.0,4.92,3.05,1,604.38
1217,8,Femenino,Undergraduate,14.0,Básico,62216.37,98.0,1.13,3.01,1,862.1
1218,17,Masculino,High School,27.0,Familiar,82785.67,810.0,6.83,5.0,0,2076.64
1219,14,Masculino,Undergraduate,22.0,Básico,44266.59,220.0,4.25,3.62,0,1020.72
1220,7,Masculino,High School,11.0,Básico,39792.56,77.0,3.18,3.48,1,713.95
1221,16,Masculino,High School,10.0,Básico,38820.15,70.0,2.04,3.98,1,722.92
1222,14,Femenino,High School,17.0,Básico,39804.0,119.0,3.54,3.76,1,634.6
1223,6,Masculino,High School,14.0,Básico,74746.76,98.0,3.87,3.35,1,1114.37
1224,4,Masculino,Graduate,22.0,Básico,39222.79,154.0,2.24,3.8,1,971.71
1225,9,Femenino,High School,4.0,Básico,41221.0,28.0,5.2,4.14,1,582.43
1226,5,Masculino,Graduate,19.0,Básico,31394.69,133.0,1.0,1.94,1,717.96
1227,11,Masculino,Graduate,2.0,Básico,54404.73,14.0,3.43,3.9,1,994.0
1228,13,Femenino,Undergraduate,12.0,Premium,48991.56,168.0,7.05,5.0,1,898.84
1229,8,Masculino,High School,9.0,Básico,32942.32,63.0,3.42,3.69,1,634.89
1230,10,Femenino,Undergraduate,19.0,Básico,36607.56,133.0,2.46,3.94,1,689.03
1231,13,Masculino,Graduate,21.0,Premium,72994.0,420.0,5.86,4.46,0,1812.55
1232,15,Masculino,Undergraduate,27.0,Premium,50490.62,540.0,7.17,5.0,0,1566.84
1233,5,Masculino,High School,16.0,Básico,51525.28,112.0,3.15,2.85,1,846.53
1234,16,Masculino,Undergraduate,23.0,Premium,51584.81,460.0,7.5,5.0,0,1483.28
1235,11,Femenino,Graduate,28.0,Premium,70919.38,560.0,6.66,5.0,0,1640.73
1236,5,Masculino,Graduate,21.0,Básico,34321.78,147.0,1.31,2.77,1,829.61
1237,7,Masculino,High School,26.0,Premium,44054.07,520.0,5.36,4.37,0,1296.72
1238,4,Femenino,Undergraduate,11.0,Básico,47465.52,77.0,1.33,2.91,1,690.2
1239,8,Masculino,High School,7.0,Básico,24182.36,49.0,2.15,3.49,1,512.1
1240,12,Masculino,High School,9.0,Básico,36257.88,63.0,3.82,3.23,1,645.87
1241,4,Femenino,Graduate,4.0,Básico,65700.12,28.0,2.37,3.69,1,938.82
1242,12,Masculino,High School,13.0,Básico,61403.2,91.0,5.41,4.5,1,1023.3
1243,14,Masculino,High School,4.0,Básico,64056.0,28.0,3.13,3.89,1,949.5
1244,11,Femenino,High School,24.0,Premium,41163.65,480.0,5.19,3.94,0,979.83
1245,9,Masculino,Graduate,2.0,Básico,43014.57,14.0,2.71,4.04,1,852.83
1246,10,Femenino,Graduate,9.0,Básico,23179.02,63.0,2.03,3.87,1,527.59
1247,6,Femenino,Undergraduate,12.0,Básico,63979.02,84.0,2.34,3.88,1,908.79
1248,17,Femenino,Graduate,2.0,Básico,66449.78,14.0,4.26,4.04,1,950.86
1249,4,Masculino,High School,11.0,Premium,66258.81,154.0,5.57,4.78,1,1161.39
1250,8,Masculino,Undergraduate,5.0,Básico,74061.37,35.0,1.74,3.86,1,1172.27
1251,17,Femenino,Undergraduate,35.0,Premium,56331.63,700.0,4.31,5.0,0,1498.18
1252,15,Femenino,High School,5.0,Básico,73353.23,35.0,2.55,3.03,1,828.18
1253,15,Masculino,Undergraduate,25.0,Premium,46992.88,500.0,6.61,5.0,0,1476.11
1254,5,Femenino,Graduate,22.0,Básico,23494.84,154.0,3.53,3.66,1,617.83
1255,17,Masculino,High School,5.0,Básico,62910.87,35.0,1.79,3.29,1,911.67
1256,8,Masculino,High School,4.0,Básico,22941.66,28.0,2.21,2.67,1,430.25
1257,11,Masculino,High School,9.0,Básico,52553.03,63.0,2.88,3.43,1,836.21
1258,14,Masculino,High School,34.0,Premium,64329.86,680.0,3.65,4.06,0,1678.78
1259,12,Femenino,Graduate,27.0,Premium,54863.88,540.0,3.95,4.31,0,1408.37
1260,5,Masculino,Undergraduate,32.0,Premium,84173.65,640.0,4.48,4.12,0,2042.21
1261,15,Masculino,Undergraduate,10.0,Básico,20511.07,70.0,2.2,3.22,1,527.47
1262,6,Masculino,Graduate,16.0,Básico,48757.09,112.0,2.59,3.32,1,1010.24
1263,6,Femenino,High School,15.0,Premium,50261.83,210.0,4.36,4.58,1,847.62
1264,4,Masculino,Undergraduate,10.0,Básico,29838.46,70.0,1.71,2.53,1,599.11
1265,11,Femenino,Undergraduate,19.0,Básico,32694.01,133.0,3.16,2.91,1,599.36
1266,9,Femenino,Undergraduate,10.0,Básico,37323.07,70.0,4.32,4.05,1,639.05
1267,15,Femenino,Graduate,6.0,Básico,33505.29,42.0,4.64,3.53,1,597.79
1268,16,Masculino,Graduate,35.0,Premium,48380.08,700.0,3.72,4.89,0,1885.64
1269,11,Masculino,Undergraduate,17.0,Básico,40955.53,119.0,3.31,3.77,1,867.92
1270,14,Masculino,Graduate,5.0,Básico,54768.63,35.0,2.76,3.85,1,1023.54
1271,12,Masculino,High School,31.0,Premium,59741.46,620.0,6.43,5.0,0,1614.16
1272,8,Femenino,High School,6.0,Básico,58726.68,42.0,2.14,3.27,1,713.59
1273,17,Masculino,High School,24.0,Básico,43848.11,240.0,3.25,3.36,0,931.29
1274,15,Femenino,Undergraduate,32.0,Premium,54267.13,640.0,5.73,5.0,0,1418.34
1275,17,Masculino,Undergraduate,20.0,Premium,65526.93,400.0,5.83,4.93,0,1575.31
1276,6,Masculino,Undergraduate,19.0,Básico,56683.47,133.0,1.5,3.21,1,1040.83
1277,8,Masculino,Graduate,18.0,Básico,77884.67,126.0,2.08,4.11,1,1465.83
1278,8,Masculino,Undergraduate,4.0,Básico,64732.68,28.0,2.77,3.45,1,1025.71
1279,8,Femenino,Undergraduate,8.0,Básico,75776.11,56.0,3.13,3.64,1,985.94
1280,6,Masculino,High School,16.0,Básico,20000.0,112.0,3.25,3.66,1,544.57
1281,14,Masculino,High School,24.0,Básico,51450.14,168.0,2.44,3.02,1,916.88
1282,17,Masculino,Undergraduate,24.0,Premium,45141.01,480.0,7.13,4.92,0,1424.77
1283,13,Femenino,Undergraduate,25.0,Premium,48125.3,500.0,6.74,5.0,0,1218.94
1284,17,Masculino,Graduate,3.0,Básico,37925.61,21.0,4.3,4.08,1,797.77
1285,7,Masculino,High School,10.0,Básico,55942.99,70.0,2.41,3.5,1,884.71
1286,12,Femenino,High School,2.0,Básico,22874.65,14.0,2.58,3.43,1,373.04
1287,16,Femenino,Undergraduate,9.0,Premium,56051.55,126.0,5.89,4.87,1,920.63
1288,13,Masculino,High School,6.0,Básico,38424.33,42.0,1.72,3.72,1,673.37
1289,12,Masculino,High School,11.0,Básico,42494.21,77.0,2.61,3.83,1,762.56
1290,5,Femenino,Graduate,19.0,Premium,56577.53,380.0,5.62,4.57,0,1268.18
1291,11,Femenino,High School,16.0,Básico,51181.67,112.0,3.38,3.84,1,734.12
1292,11,Femenino,Undergraduate,32.0,Premium,65808.81,640.0,4.69,4.78,0,1521.66
1293,10,Femenino,High School,21.0,Básico,35457.45,147.0,2.88,3.07,1,589.71
1294,11,Masculino,High School,19.0,Básico,48789.42,133.0,1.91,3.47,1,873.61
1295,17,Masculino,Undergraduate,7.0,Premium,63331.6,98.0,7.76,4.1,1,1133.24
1296,6,Masculino,Graduate,17.0,Básico,55418.0,119.0,2.32,3.71,1,1133.17
1297,16,Masculino,Undergraduate,9.0,Básico,56383.91,63.0,2.79,3.89,1,993.72
1298,9,Femenino,Graduate,17.0,Básico,66620.64,119.0,2.24,3.82,1,1054.38
1299,4,Masculino,High School,15.0,Básico,43906.36,105.0,2.2,3.24,1,776.85
1300,10,Masculino,Graduate,7.0,Básico,40747.54,49.0,2.22,3.6,1,840.03
1301,4,Masculino,High School,27.0,Premium,58638.57,540.0,6.39,5.0,0,1514.02
1302,12,Masculino,Undergraduate,23.0,Básico,47758.53,230.0,2.4,4.19,0,1109.54
1303,4,Femenino,Undergraduate,19.0,Básico,66833.05,133.0,3.86,3.76,1,979.31
1304,4,Masculino,Graduate,35.0,Premium,55546.6,700.0,7.6,5.0,0,1987.22
1305,10,Femenino,Undergraduate,3.0,Básico,40649.74,21.0,1.78,3.91,1,616.79
1306,5,Masculino,High School,1.0,Básico,55075.76,7.0,2.4,2.73,1,763.69
1307,17,Femenino,High School,4.0,Básico,36459.51,28.0,2.48,3.33,1,503.41
1308,8,Femenino,Graduate,33.0,Premium,64203.93,660.0,4.31,5.0,0,1676.2
1309,11,Masculino,Undergraduate,18.0,Básico,29042.72,180.0,4.74,4.43,0,837.52
1310,11,Femenino,Graduate,31.0,Premium,68330.98,620.0,4.64,4.73,0,1662.86
1311,6,Masculino,High School,8.0,Básico,54813.15,56.0,2.76,2.8,1,818.5
1312,10,Femenino,Undergraduate,24.0,Premium,47531.59,480.0,5.81,4.71,0,1178.74
1313,6,Masculino,High School,23.0,Básico,61450.01,161.0,1.4,2.98,1,1017.22
1314,9,Masculino,Graduate,28.0,Premium,57669.9,560.0,4.62,4.71,0,1811.28
1315,9,Masculino,Undergraduate,6.0,Básico,69955.73,42.0,1.39,2.87,1,1071.17
1316,6,Femenino,Graduate,6.0,Premium,69815.93,84.0,3.27,4.0,1,1060.66
1317,10,Femenino,High School,13.0,Premium,55284.36,182.0,1.0,3.3,1,809.82
1318,6,Femenino,Undergraduate,1.0,Básico,36923.44,7.0,2.94,4.2,1,580.36
1319,11,Femenino,Undergraduate,19.0,Básico,41877.36,133.0,4.79,3.76,1,732.26
1320,13,Masculino,Undergraduate,11.0,Básico,48925.3,77.0,3.01,3.68,1,907.9
1321,7,Masculino,Graduate,26.0,Premium,66225.83,520.0,3.58,4.45,0,1854.02
1322,16,Masculino,Graduate,29.0,Premium,43154.2,580.0,5.64,4.28,0,1617.55
1323,4,Masculino,Graduate,15.0,Básico,44405.89,105.0,1.81,2.73,1,905.07
1324,7,Masculino,Graduate,28.0,Premium,77725.26,560.0,4.17,4.12,0,2037.07
1325,17,Masculino,High School,30.0,Premium,48435.52,600.0,7.99,4.71,0,1451.81
1326,10,Femenino,High School,11.0,Básico,40479.02,77.0,3.48,3.88,1,608.15
1327,14,Masculino,Graduate,24.0,Premium,61649.69,480.0,4.67,4.27,0,1728.87
1328,7,Masculino,High School,21.0,Básico,49157.99,210.0,3.19,4.51,0,1019.88
1329,16,Masculino,Graduate,10.0,Básico,29156.01,70.0,4.59,4.43,1,769.79
1330,9,Femenino,Graduate,24.0,Básico,65613.71,240.0,4.5,4.3,0,1200.28
1331,12,Femenino,Undergraduate,12.0,Básico,38794.41,84.0,5.67,4.07,1,668.85
1332,4,Masculino,Graduate,6.0,Premium,50653.78,84.0,4.05,5.0,1,1109.51
1333,16,Masculino,Undergraduate,24.0,Básico,48977.91,240.0,5.89,4.07,0,1129.22
1334,8,Masculino,Undergraduate,12.0,Premium,53451.52,168.0,5.27,4.65,1,1131.13
1335,14,Femenino,High School,17.0,Básico,20000.0,119.0,2.34,3.55,1,446.99
1336,10,Masculino,Undergraduate,34.0,Premium,44973.51,680.0,6.49,5.0,0,1669.48
1337,4,Femenino,High School,10.0,Básico,66872.56,70.0,1.68,3.66,1,829.34
1338,17,Femenino,Undergraduate,33.0,Premium,68981.68,660.0,6.3,4.6,0,1563.88
1339,7,Femenino,Graduate,6.0,Básico,35130.64,42.0,1.15,2.96,1,584.76
1340,9,Masculino,Graduate,17.0,Básico,63808.97,119.0,2.36,3.79,1,1249.64
1341,5,Masculino,High School,18.0,Básico,38578.55,126.0,3.62,4.08,1,787.44
1342,13,Femenino,Undergraduate,5.0,Básico,44382.02,35.0,2.81,3.37,1,640.61
1343,8,Masculino,Graduate,23.0,Premium,45170.23,322.0,6.01,4.12,1,1292.99
1344,14,Femenino,High School,17.0,Básico,51632.06,119.0,3.41,3.58,1,732.8
1345,13,Masculino,High School,27.0,Premium,65020.5,540.0,8.06,5.0,0,1584.23
1346,4,Masculino,High School,16.0,Básico,53968.77,112.0,1.0,4.1,1,942.51
1347,9,Masculino,Undergraduate,8.0,Básico,48108.02,56.0,3.18,3.04,1,833.66
1348,9,Femenino,High School,29.0,Premium,64509.67,580.0,4.5,4.39,0,1300.21
1349,16,Masculino,Graduate,13.0,Básico,37960.08,91.0,3.23,3.45,1,849.02
1350,7,Masculino,Undergraduate,24.0,Básico,48841.74,240.0,3.53,4.38,0,1146.57
1351,16,Femenino,Undergraduate,16.0,Básico,64936.72,112.0,1.87,3.36,1,919.93
1352,11,Masculino,High School,11.0,Básico,57939.59,77.0,1.72,2.89,1,881.01
1353,7,Femenino,Undergraduate,6.0,Básico,43005.44,42.0,1.0,3.48,1,639.56
1354,11,Masculino,Undergraduate,3.0,Básico,27305.65,21.0,2.18,3.23,1,551.5
1355,16,Femenino,Graduate,6.0,Premium,54662.87,84.0,7.6,4.46,1,921.9
1356,11,Masculino,Graduate,18.0,Básico,26319.87,126.0,2.61,3.08,1,716.77
1357,8,Masculino,Undergraduate,10.0,Premium,46812.48,140.0,3.79,5.0,1,1038.33
1358,16,Femenino,Graduate,13.0,Básico,67684.23,91.0,2.58,3.71,1,1029.52
1359,7,Femenino,Graduate,10.0,Básico,58951.38,70.0,1.0,3.25,1,887.98
1360,15,Femenino,Graduate,5.0,Básico,20000.0,35.0,1.87,3.25,1,429.3
1361,16,Masculino,High School,31.0,Premium,53006.77,620.0,7.18,5.0,0,1540.07
1362,5,Femenino,High School,14.0,Básico,45212.45,98.0,1.16,3.37,1,646.85
1363,14,Masculino,High School,17.0,Básico,30894.24,119.0,4.05,3.96,1,688.28
1364,6,Femenino,Undergraduate,1.0,Básico,55025.32,7.0,2.33,3.52,1,726.08
1365,6,Femenino,Undergraduate,2.0,Básico,42623.93,14.0,2.49,3.93,1,630.45
1366,7,Masculino,Undergraduate,12.0,Premium,42716.99,168.0,5.28,4.67,1,1002.66
1367,7,Femenino,Graduate,10.0,Básico,51860.68,70.0,3.24,3.16,1,806.28
1368,13,Masculino,Graduate,20.0,Básico,40611.73,140.0,3.65,3.42,1,946.84
1369,14,Masculino,Graduate,12.0,Premium,51436.04,168.0,6.9,4.07,1,1169.42
1370,14,Masculino,Undergraduate,29.0,Premium,41100.13,580.0,7.25,5.0,0,1501.61
1371,8,Masculino,Undergraduate,21.0,Premium,41923.08,420.0,5.48,5.0,0,1317.97
1372,7,Masculino,High School,5.0,Básico,64893.95,35.0,3.01,3.19,1,927.6
1373,14,Femenino,High School,12.0,Básico,66420.07,84.0,2.6,3.38,1,825.4
1374,17,Femenino,High School,17.0,Básico,24370.19,119.0,3.14,3.31,1,475.32
1375,13,Femenino,Undergraduate,16.0,Básico,61206.09,112.0,2.59,4.29,1,929.16
1376,11,Masculino,Undergraduate,25.0,Premium,70978.87,500.0,5.41,4.11,0,1712.43
1377,9,Femenino,Graduate,16.0,Básico,73360.65,112.0,1.91,3.44,1,1098.98
1378,9,Masculino,High School,19.0,Básico,57805.7,133.0,3.07,3.56,1,977.92
1379,11,Masculino,Graduate,15.0,Básico,34139.03,105.0,4.04,4.22,1,867.9
1380,10,Masculino,Undergraduate,12.0,Básico,59449.71,84.0,3.84,3.72,1,1045.77
1381,13,Masculino,High School,21.0,Básico,36961.21,147.0,1.61,2.44,1,702.63
1382,17,Femenino,Undergraduate,10.0,Básico,44855.52,70.0,4.42,3.76,1,699.44
1383,14,Masculino,High School,22.0,Básico,55746.23,220.0,2.62,3.04,0,1022.24
1384,15,Masculino,Undergraduate,2.0,Básico,37928.61,14.0,3.6,3.76,1,703.35
1385,13,Femenino,Undergraduate,7.0,Básico,32804.0,49.0,1.96,4.11,1,576.67
1386,16,Femenino,High School,13.0,Básico,56986.6,91.0,3.21,2.77,1,719.52
1387,11,Masculino,High School,8.0,Premium,78008.36,112.0,6.57,4.5,1,1228.86
1388,17,Masculino,Undergraduate,15.0,Básico,68648.51,105.0,1.65,3.05,1,1142.43
1389,5,Masculino,Graduate,6.0,Premium,60607.79,84.0,6.41,4.65,1,1217.73
1390,12,Masculino,Undergraduate,31.0,Premium,64687.78,620.0,8.22,5.0,0,1835.42
1391,4,Masculino,Graduate,8.0,Premium,59565.79,112.0,5.14,4.57,1,1235.92
1392,11,Masculino,Undergraduate,30.0,Premium,56748.5,600.0,8.14,5.0,0,1715.16
1393,15,Femenino,Graduate,10.0,Básico,63479.27,70.0,2.81,3.25,1,936.63
1394,14,Femenino,Graduate,15.0,Básico,29474.55,105.0,3.78,3.87,1,640.79
1395,15,Femenino,Undergraduate,22.0,Básico,52992.28,154.0,1.0,3.59,1,854.73
1396,15,Masculino,Undergraduate,32.0,Premium,48785.78,640.0,10.0,4.96,0,1664.61
1397,7,Masculino,Graduate,11.0,Premium,51183.54,154.0,7.94,5.0,1,1208.9
1398,7,Masculino,Undergraduate,25.0,Premium,43079.42,500.0,5.27,4.68,0,1409.41
1399,8,Femenino,Undergraduate,15.0,Básico,57807.32,105.0,1.0,3.72,1,860.52
1400,11,Masculino,High School,24.0,Básico,37731.08,240.0,3.02,3.5,0,871.74
1401,8,Masculino,Graduate,21.0,Básico,41992.18,147.0,1.09,3.41,1,973.3
1402,11,Masculino,Graduate,7.0,Básico,40191.8,49.0,3.18,3.62,1,833.82
1403,13,Masculino,High School,21.0,Básico,62959.2,210.0,3.28,3.61,0,1121.97
1404,4,Femenino,Undergraduate,5.0,Básico,49824.15,35.0,1.33,3.39,1,695.94
1405,15,Masculino,Undergraduate,4.0,Básico,43087.51,28.0,4.12,4.09,1,802.84
1406,13,Femenino,High School,22.0,Básico,44398.55,154.0,3.67,3.11,1,678.12
1407,12,Femenino,Graduate,18.0,Básico,50058.21,126.0,3.78,4.47,1,918.2
1408,9,Masculino,High School,8.0,Premium,74332.62,112.0,5.91,4.0,1,1160.6
1409,6,Masculino,High School,17.0,Básico,31452.19,119.0,1.0,2.86,1,634.04
1410,16,Masculino,Undergraduate,23.0,Premium,60132.65,460.0,8.07,4.97,0,1584.93
1411,17,Masculino,Graduate,18.0,Básico,57077.94,126.0,2.86,3.78,1,1169.15
1412,11,Masculino,High School,24.0,Básico,36755.52,240.0,1.34,4.06,0,891.43
1413,12,Masculino,Undergraduate,29.0,Premium,72003.1,580.0,8.23,4.29,0,1832.29
1414,9,Masculino,Undergraduate,2.0,Básico,58089.21,14.0,4.7,3.69,1,942.82
1415,14,Femenino,High School,13.0,Básico,42384.0,91.0,2.89,2.52,1,576.53
1416,10,Femenino,High School,22.0,Básico,22108.8,220.0,4.83,3.98,0,576.12
1417,4,Femenino,Undergraduate,15.0,Básico,53437.2,105.0,2.36,3.61,1,811.55
1418,17,Masculino,High School,10.0,Premium,49328.82,140.0,6.13,5.0,1,971.62
1419,8,Femenino,Graduate,3.0,Básico,34539.31,21.0,1.9,3.44,1,581.51
1420,8,Femenino,Graduate,5.0,Básico,34345.78,35.0,4.17,4.36,1,643.96
1421,13,Femenino,Graduate,10.0,Premium,63027.65,140.0,4.13,4.75,1,1088.39
1422,17,Masculino,High School,5.0,Básico,20664.58,35.0,3.87,3.56,1,461.4
1423,7,Femenino,Graduate,8.0,Premium,54714.24,112.0,3.86,3.92,1,923.5
1424,9,Masculino,Undergraduate,3.0,Básico,47188.45,21.0,2.14,3.57,1,812.1
1425,10,Femenino,Undergraduate,25.0,Premium,57457.32,500.0,6.55,4.22,0,1272.78
1426,12,Masculino,High School,23.0,Básico,45585.42,230.0,2.42,4.13,0,981.68
1427,4,Femenino,High School,18.0,Básico,54399.12,126.0,1.86,3.29,1,751.1
1428,9,Femenino,Undergraduate,20.0,Básico,38858.38,200.0,3.73,4.34,0,797.73
1429,10,Masculino,Undergraduate,4.0,Básico,49261.93,28.0,4.26,3.61,1,848.52
1430,6,Femenino,High School,6.0,Premium,57336.26,84.0,5.57,4.8,1,807.78
1431,11,Femenino,Undergraduate,16.0,Básico,52263.08,112.0,2.08,3.52,1,802.54
1432,8,Femenino,High School,8.0,Básico,55704.6,56.0,2.02,3.38,1,703.93
1433,12,Femenino,Undergraduate,17.0,Básico,36081.18,119.0,2.88,3.36,1,641.32
1434,8,Femenino,Undergraduate,13.0,Premium,41139.88,182.0,5.28,4.82,1,825.91
1435,12,Femenino,Graduate,7.0,Básico,41399.9,49.0,1.81,2.9,1,656.6
1436,13,Masculino,Graduate,30.0,Premium,45852.65,600.0,7.38,4.44,0,1690.25
1437,7,Masculino,Undergraduate,8.0,Básico,70378.74,56.0,2.55,4.13,1,1169.32
1438,12,Masculino,Undergraduate,21.0,Básico,44687.32,147.0,1.08,3.58,1,935.2
1439,8,Femenino,Undergraduate,24.0,Básico,32846.61,168.0,1.6,3.35,1,657.52
1440,13,Masculino,Graduate,12.0,Básico,58124.69,84.0,2.36,4.31,1,1162.26
1441,12,Femenino,Undergraduate,16.0,Básico,70199.65,112.0,2.73,3.41,1,974.73
1442,6,Femenino,High School,12.0,Básico,31081.82,84.0,4.29,4.52,1,558.7
1443,7,Masculino,High School,24.0,Premium,79592.16,480.0,6.06,4.83,0,1669.02
1444,12,Femenino,Undergraduate,15.0,Premium,56227.65,210.0,3.94,4.08,1,966.64
1445,13,Femenino,Undergraduate,7.0,Básico,65508.36,49.0,3.09,4.54,1,921.85
1446,14,Masculino,Graduate,12.0,Básico,72006.07,84.0,2.58,4.01,1,1326.13
1447,9,Masculino,High School,25.0,Premium,64589.26,500.0,6.39,4.75,0,1521.73
1448,5,Masculino,Undergraduate,5.0,Básico,48341.97,35.0,2.91,3.95,1,866.04
1449,10,Masculino,Graduate,16.0,Básico,68265.47,112.0,3.88,3.57,1,1284.78
1450,5,Masculino,Graduate,14.0,Premium,53819.0,280.0,5.46,5.0,0,1410.01
1451,14,Femenino,Undergraduate,12.0,Premium,66357.27,168.0,7.86,4.03,1,1022.54
1452,5,Femenino,Undergraduate,20.0,Básico,67998.13,140.0,3.24,3.14,1,967.13
1453,14,Femenino,Undergraduate,22.0,Básico,33636.55,220.0,2.23,3.93,0,745.57
1454,4,Femenino,Graduate,14.0,Básico,61914.52,98.0,4.48,3.77,1,978.12
1455,14,Femenino,High School,16.0,Premium,47271.62,320.0,5.89,4.82,0,930.31
1456,14,Masculino,Graduate,7.0,Básico,52072.86,49.0,2.1,2.75,1,933.29
1457,15,Masculino,Undergraduate,10.0,Básico,51906.39,70.0,4.65,4.85,1,1006.47
1458,14,Masculino,Undergraduate,9.0,Básico,51304.55,63.0,5.01,4.6,1,975.16
1459,6,Femenino,High School,4.0,Básico,72852.88,28.0,2.37,3.37,1,832.66
1460,9,Masculino,Undergraduate,16.0,Básico,29503.29,112.0,2.1,3.22,1,687.13
1461,11,Masculino,Undergraduate,10.0,Básico,24164.85,70.0,2.56,4.03,1,620.73
1462,12,Masculino,High School,19.0,Básico,21000.65,190.0,3.51,4.69,0,698.19
1463,10,Femenino,Undergraduate,24.0,Básico,66037.16,240.0,3.94,4.27,0,1102.52
1464,7,Masculino,Graduate,17.0,Básico,38398.44,170.0,3.04,4.69,0,1041.02
1465,9,Femenino,Undergraduate,9.0,Básico,51982.8,63.0,2.7,3.08,1,729.42
1466,8,Femenino,Graduate,13.0,Básico,48279.24,91.0,4.03,3.4,1,803.11
1467,11,Femenino,High School,1.0,Básico,36704.37,7.0,2.42,2.89,1,466.67
1468,4,Masculino,Undergraduate,2.0,Básico,62772.16,14.0,3.3,3.88,1,1011.25
1469,4,Masculino,High School,13.0,Básico,48088.06,91.0,1.98,3.48,1,820.66
1470,16,Femenino,Undergraduate,24.0,Básico,46433.97,240.0,3.5,3.62,0,876.66
1471,14,Femenino,Graduate,14.0,Premium,53493.07,196.0,5.23,4.98,1,1058.19
1472,9,Masculino,Undergraduate,7.0,Básico,60811.58,49.0,2.54,4.12,1,1044.67
1473,13,Femenino,High School,16.0,Básico,35615.36,112.0,2.49,2.74,1,544.41
1474,15,Femenino,Undergraduate,19.0,Básico,63093.78,133.0,4.34,3.57,1,933.04
1475,5,Femenino,Undergraduate,12.0,Premium,71747.8,168.0,3.4,4.75,1,1111.9
1476,8,Masculino,Undergraduate,6.0,Básico,28608.16,42.0,1.79,3.12,1,586.03
1477,4,Femenino,Graduate,23.0,Premium,54174.48,460.0,7.58,4.63,0,1331.82
1478,10,Femenino,Graduate,24.0,Premium,45426.17,480.0,6.47,5.0,0,1279.0
1479,4,Femenino,Undergraduate,11.0,Básico,60488.46,77.0,1.0,2.56,1,801.55
1480,7,Masculino,Undergraduate,12.0,Básico,31750.11,84.0,1.9,3.23,1,681.2
1481,12,Masculino,High School,10.0,Básico,74434.07,70.0,1.0,3.36,1,1080.81
1482,4,Masculino,High School,13.0,Básico,25881.58,91.0,1.32,2.98,1,548.49
1483,7,Femenino,Undergraduate,12.0,Básico,46335.79,84.0,1.0,3.59,1,719.67
1484,9,Masculino,Undergraduate,21.0,Básico,56514.44,147.0,2.46,3.21,1,1055.79
1485,9,Femenino,Undergraduate,10.0,Básico,39704.95,70.0,1.46,4.0,1,660.18
1486,15,Masculino,Undergraduate,20.0,Básico,37348.98,140.0,3.06,3.55,1,836.04
1487,16,Masculino,High School,23.0,Premium,53333.53,460.0,4.16,4.79,0,1356.05
1488,11,Masculino,Undergraduate,4.0,Básico,51166.4,28.0,2.82,3.94,1,891.14
1489,4,Masculino,High School,33.0,Premium,50089.07,660.0,4.78,4.35,0,1516.02
1490,10,Masculino,High School,24.0,Básico,62880.33,168.0,4.17,2.81,1,1030.87
1491,4,Femenino,Graduate,10.0,Premium,44082.91,140.0,6.52,4.96,1,895.08
1492,16,Masculino,High School,5.0,Básico,54793.89,35.0,3.85,3.81,1,850.59
1493,17,Femenino,Undergraduate,12.0,Básico,42400.96,84.0,2.81,3.84,1,692.97
1494,10,Masculino,High School,3.0,Básico,37260.06,21.0,4.65,3.82,1,642.9
1495,6,Femenino,Graduate,34.0,Premium,45728.62,680.0,2.27,4.11,0,1450.3
1496,14,Femenino,Undergraduate,8.0,Básico,42518.52,56.0,1.53,4.31,1,689.73
1497,11,Femenino,High School,22.0,Básico,43267.94,154.0,2.65,2.79,1,653.73
1498,6,Femenino,Undergraduate,2.0,Básico,67479.91,14.0,4.65,4.3,1,894.65
1499,17,Masculino,Graduate,23.0,Premium,46188.45,460.0,6.4,4.57,0,1518.49
1500,17,Masculino,Graduate,9.0,Básico,40056.4,63.0,2.95,3.42,1,837.76
1501,16,Femenino,High School,13.0,Básico,50421.18,91.0,1.62,3.17,1,678.18
1502,4,Femenino,Graduate,7.0,Básico,51563.42,49.0,3.21,3.24,1,784.81
1503,16,Masculino,Graduate,10.0,Básico,32196.78,70.0,4.02,4.09,1,787.31
1504,16,Femenino,Graduate,14.0,Premium,45523.91,196.0,6.78,5.0,1,973.34
