CLIENTE,DESCRIPCION FALLA,INGRESO,FECHA REPARACION,CLUSTER,SIMILITUD COSENO,COHORT
4,"no trae la paqueteria de office no se escucha al conectarle bocinas o camara web sin cables con memeoria usb steren coreiwin  gbddr tb hdd en riesgo

problema de camara y audio es por so obsoleto win se probo con disco nuestro y funciono el audio
disco duro en riesgossdgb win   netoa
mantenimiento empolvado ivaa
cambio de bateria de bios ivaa
boton de encendido esta muy duro puede que quede con el mtto no se puede reparar no afecta al funcioanmiento  total  netoa",12172.0,03/09/2021,Sistemas,0.3028089,2024-07-06
4,"imprime mal se realizo limpieza e imprimia mas color azul que otros colores despues marca cambio de almohadillas sin cables primeramente reset  netoa
cambio de almohadillas  netoa

despues validar calidad de impresion y funcionamiento

total  netoa",1100.0,03/09/2021,Impresora Tinta,0.31994402,2024-07-06
4,"le cambiarion el cartucho negro por que marco cambio y al instalarlo no imprime negro sin cables con cartucho tri color y negro cartuchos malos negro y color    aplicar garantia
trajeron cartuchos nuevos se probaron y esta imprimiendo bien se recomienda mantenimiento preventivo ivaa",1012.0,24/09/2021,Sistemas,0.3745927,2024-07-06
4,"mandan  a imprimir y las primeras  hojas salen bien y despues de la segunda hoja desprende el toner de las hoja sin cables con cartucho buen mantenimiento y lubricacion al fusor  netoa
cambio de goma bandeja   netoa

total  netoa",1208.0,15/09/2021,Impresora Laser,0.36499813,2024-07-06
4,atora en el duplex revisar bien con cable integrado se realizaron mas de  pruebas en duplex y no presenta problemas de atoramiento quiza sea la humedad de su papel se entrego al sr gilberto,150.0,05/10/2021,Sistemas,0.2977328,2024-07-06
4,"imprime solo hasta la mitad sin cables con bandeja de hojas no nos presento problema de imprimir a la mitad

mantenimiento sucia y rotacion de goma ivaa",480.0,01/11/2021,Impresora Tinta,0.2911295,2024-07-06
4,"se enrolla la hoja en el fusor y se calienta   buen mantenimiento ivaa
cambio de ridillo de calor  netoa

total  netoa",1213.0,07/10/2021,Sistemas,0.3498654,2024-07-06
4,"esta imprimiendo mal con rayas sin cable de energia destapado de cabezal ivaa
lubricacion y limpieza al carro ivaa

total ivaa

reset al   almohadillas al  de uso aprox",1710.0,07/10/2021,Impresora Tinta,0.3391408,2024-07-06
4,"jala  las hojas de varias a mismo tiempo y en ocasiones atora sin cable de energia le hace falta tinta negra marca agotada probamos con cartucho nuestro

limpieza general interna gomas carro enconder ivaa",380.0,07/10/2021,Sistemas,0.35557196,2024-07-06
4,imprime tenue y en ocasiones imprime bien y mancha la hoja en ocasiones   requiere un buen mantenimiento esta muy sucia y ajustes al laser ivaa,680.0,02/12/2021,Impresora Laser,0.5243761,2024-07-06
4,"atora hojas y hace ruido de engranes sin cables buen mantenimiento y rotacion de goma ivaa
cambio de rodillo de presion ivaa

totner quebrado requiere cambio

total ivaa

se la llevo don gilberto",1920.0,20/11/2021,Sistemas,0.2713363,2024-07-06
4,"mantenimiento   buen mantenimiento trae mucho polvo derramado rotacin de goma y lubricacin al fusor ivaa


la filmina trae una lineas en los costados aun no presenta mala calidad tiene de un  o  de vida til aproximadamente",500.0,25/11/2021,Otros,0.29078364,2024-07-06
4,"no jala papel y los rodillos hacen ruido   no trae toner equipo no se prepara

tarjeta controladora  daada  neto te  a  dias habiles
mantenimiento y lubricacion al fusor iva
cambio de goma  neto
la dejo para la basura
el ruido es provocado por el eje del soporte de goma no lo hay para su reemplazo pero se puede trabajar asi",1410.0,17/01/2022,Impresora Laser,0.34422594,2024-07-06
4,"no pinta los colores sin cables destapado de cabezal ivano aceptado

se regresa sin reparacion",580.0,11/01/2022,Impresora Tinta,0.2893012,2024-07-06
4,"se atoro hoja y al jalarla daaron algo interno sin accesorios reparacion de la traccion de papel ivaa

reset  almohadillas  de uso aprox",380.0,09/11/2021,Impresora Tinta,0.37624568,2024-07-06
4,"no jala bien las hojas sin cables no presento falla mencionada 

buen mantenimiento muy sucia ivaa

preguntar si usan hoja especial",480.0,09/11/2021,Sistemas,0.29246315,2024-07-06
4,"hacen ruido mantenimiento sin cables mantenimiento ivaa
cambio de goma  netoa

total  netoa

cambio de cartucho provoca atoramientos y ruido",1477.0,21/12/2021,Sistemas,0.24069582,2024-07-06
4,"hace un ruido  mantenimiento sin cables sin bandeja de salida de papel mantenimiento y reparacion de sensor de tierra de cartucho  ivaa
cambio de goma  netoa
bandeja salida de papel ivaa

total  netoa

equipo trai una pieza de platico atorada esta provoca ruido",1060.0,21/12/2021,Sistemas,0.2296246,2024-07-06
4,"esta lenta se  escicha un ruido sin cables no presento ningun ruido toner tenia grapa lo dao y presenta rayas

mantenimiento toner derramado ivaa
cambio de goma  netoa

total  netoa",1261.0,16/12/2021,Impresora Laser,0.36299142,2024-07-06
4,"no levanta la hoja de la charola como que le fata algo y su mantenimiento   de la bandeja la tapa del pad esta quebrada no e puede reparar la tapa necesita cambio y le faltan resoltes

costo de la tapa con los resortes ivaa
buen mantenmimiento ivaa

total ivaa",1720.0,20/01/2022,Sistemas,0.3063161,2024-07-06
4,"esta muy lenta para jalar las hojas sin cables ojo esta imprimiendo de manera correcta no esta lenta quiza sea su cable configuracion o drivers

lo que si vemos es que ya esta desgastada la filimina empieza a sacar lineas
filmina ivaa
goma bandeja   netoa
rep de selenoide bandeja  y  y mant ivaa

total  netoa",2127.0,07/01/2022,Sistemas,0.28660783,2024-07-06
4,"se atora las hojas y rompe usan etiquetas   se realizaron pruebas con papel bond y no presento ningun problema

mantenimiento preventivo sucia ivaa",580.0,08/02/2022,Sistemas,0.33371827,2024-07-06
4,"atora las hojas   la cofiguracion del papel esta cambiada mandar papel para hacer pruebas

los toner tienen mala calidad y derraman

buen mantenimiento ivaa
cambio de goma bandeja  ivaa
cambio de pad bandeja  ivaa

total ivaa",1880.0,21/01/2022,Impresora Laser,0.41641513,2024-07-06
4,"no imprime sin cables destapado de cabezal ivaa

quiza marque reset y cambio de almohadillas
no trae bandeja de soporte de papel

no destapo el cabezal en color negro se regresa sin reparacion ",480.0,23/02/2022,Impresora Tinta,0.3943607,2024-07-06
4,"revisar  no imprime   requiere cambio de cartuchos negro y tricolor 

mantenimiento y reparacion de charola ivaa",440.0,23/02/2022,Sistemas,0.3455002,2024-07-06
4,"su sitema no imprime   toner presenta lineas
atora las hojas  reparacion de traccion de papel ivaa
buen mantenimiento y lubricacion a fusor ivaa

total ivaa",1860.0,30/03/2022,Impresora Laser,0.5660897,2024-07-06
4,"mantenimiento mancha a los lados sin cables toner amarillo derramando demasiado daado se requiere si acepta el mtto

buen mantenimiento ivaa",780.0,30/03/2022,Impresora Laser,0.33733514,2024-07-06
4,"atoro una hoja y se quedo una parte y la retiraron funciona bien mantenimiento sin cables buen mantenimiento ivaa
lubricacion al fusor ivaa
cambio de goma ivaa

total ivaa",1560.0,03/03/2022,Sistemas,0.3279564,2024-07-06
4,"marca reset y almohadillas   reset ivaa
cambio de almohadillas ivaa

posteriormente validar calidad de impresin y ver si requiere de algo mas",630.0,07/04/2022,Impresora Tinta,0.45417365,2024-07-06
4,"no imprime sin cables marca error en el sistema tiene tinta derramada
primeramente mantenimiento al sistema ivaa

posteriormente validar calidad de impresin y ver si requiere de algo mas

cartuchos con poca tinta",650.0,07/04/2022,Impresora Tinta,0.35143209,2024-07-06
4,"marca almohadillas   reset ivaa
cambio de almohadillas ivaa

despues validar calidad de impresion y ver si requiere algo mas

destapado de cabezal ivaa

total  netoa",1010.0,19/05/2022,Impresora Tinta,0.44503766,2024-07-06
4,"no jala las hojas sin cables con toner no presento problemas para tomar la hoja se mando video de evidencia  pags

buen matenimiento muy sucia ivaa",700.0,19/05/2022,Impresora Laser,0.32928136,2024-07-06
4,"mandan a imprimir se prepara pero no sale solo se escucha que gira y tienen que presionar ok para que salga la impresion le cuesta trabajo tomar la hoja en ocasiones sin cables buen mantenimiento  netoa
cambio de pad de bandeja  netoa
rodillo  de calor  a  de vida aprox no presenta mala calidad pero tiene una linea si d roblemas en un futuro se tiene que cambiar el rodillo

tota  netoa",1290.0,31/05/2022,Sistemas,0.34164047,2024-07-06
4,mantenimeinto y revisarla completo   buen mantenimiento muy sucia ivaa,480.0,09/06/2022,Sistemas,0.5149613,2024-07-06
4,no imprime y atora la hoja   limpieza y reparacion de traccion de papel ivaa,530.0,25/08/2022,Sistemas,0.33483455,2024-07-06
4,"atora las hojas mantenimineto  revision general sin  cables con drum generico nuevo no atoro 
buen mantenimienot y reset iva
cambio kit de gomas iva
cambio pad iva
reparacion de bandeja iva
bandeja de enfrente hueso iva

total iva creparacion de bandeja
total iva ccambio de bandeja hueso
se va para basura electronicase entrega solo en drum",3020.0,10/10/2022,Sistemas,0.24309401,2024-07-06
4,"imprime  o  hojas ya tora las hojas casi al a salida sin cables buen mantenimiento muy sucia y limpieza al fusor trae toner pegado en el rodillo de presion ivaa


requiere cambio de unidad de imagem provoca atoramientos la trajo y se probo trabaja bien",680.0,29/06/2022,Sistemas,0.27272424,2024-07-06
4,"cabezal tapado sin cables tanque de tintas por mitad destapado de cabezal manual muy tapada  netoa

puede que no imprima y se dae el cabezal por completo",680.0,19/08/2022,Impresora Tinta,0.4724157,2024-07-06
4,"al mandar imprimir jala la hoja se atora y marca error hace ruidos sin cables toner daado no tiene accionador
bandeja de salida quebrada se puede reparar pero quedaria fija
buen mantenimiento ivaa",680.0,08/07/2022,Sistemas,0.26986313,2024-07-06
4,"no escaneay atora papel aveces quiere imprimir y en ocasiones no   mal configurada
buen mantenimiento y configuracion ivaa
cambio de goma bandeja   netoa

total  netoa

toner presenta mala calidad hace linea
si escanea por el adf se mando video de pruebas",1396.0,20/06/2022,Impresora Laser,0.3797577,2024-07-06
4,"atora las hojas sin cables con cartucho generico buen mantenimiento  netoa
engrane de movimiento de fusor  netoa
lubricacion de fusor  netoa
rep selenoide  netoa

total  netoa",1430.0,05/09/2022,Impresora Laser,0.2548818,2024-07-06
4,"se queda atorada la hoja a la mitad sin cables cambio de engrane de movimiento de bandeja  netoa
mantenimiento servicio  netoa

total  netoa",1620.0,19/08/2022,Impresora Laser,0.1908324,2024-07-06
4,"manda una o  impresiones y se queda pensando   buen mantenimiento y libricacion a fusor  netoa
kit de engranes de mov de fusor  netoa
cambio de goma bandeja   netoa

total  netoa",2440.0,09/08/2022,Impresora Laser,0.4259737,2024-07-06
4,"los rodillos de salida estan daados   mantenimiento  netoa
cambio de goma  netoa
filmina daada  netoa
cambio rodillos salida de papel  netoa

total  netoa",2200.0,23/08/2022,Otros,0.37590826,2024-07-06
4,"marca almohadillas sin cables reset ivaa
almohadillas ivaa

despues ver calidad de impresion",550.0,01/10/2022,Impresora Tinta,0.37544632,2024-07-06
4,"marca almohadillas y reparacion de tapita    reset de almohadillas   iva  a
 cambio de almohadillas   iva  a
 reparacion de tapa gratis sin costo

total    iva a",1200.0,11/10/2022,Impresora Tinta,0.48060495,2024-07-06
4,"marca atasco de papel y no trae nada se safo el cable flex del escanes sin cables mantenimiento prev  netoa
cambio de pad bandeja   netoa
rep de sistema del adf  netoa

total  netoa",1980.0,07/10/2022,Sistemas,0.2545238,2024-07-06
4,"no imprime bien los colores sin cables destapado de cabezal garantia por esta ocasion


despues de varios dias de trabajarla en destapado de cabezal no destapo al  cabezal daado",100.0,24/11/2022,Impresora Tinta,0.33644143,2024-07-06
4,"mantenimiento sin cables con cartuchos mala calidad por unidad de imagen 

mantenimiento ivaa",530.0,31/01/2023,Sistemas,0.25247958,2024-07-06
4,"marca almohadillas   primeramente reset  ivaa

despues ver que mas requiere

recarga de tinta de tinta manual a sistema ivaa

esta presentando error de cabezal si queda y presentara error en el futuro se tendria que cambiar los cabezales
total ivaa",1460.0,24/10/2022,Impresora Tinta,0.4475881,2024-07-06
4,"ya habia venido cambio de teclado con eliminador generico completo en caja no trae disco duro  ni tornillos

cambio de teclado ivaa
carga de sistema operativo ivaa
se apoyara con un hdd en uso y tornillos sin costo por esta ocasion

total ivaa",1860.0,07/03/2023,Sistemas,0.38218817,2024-07-06
4,"atora las hojas y bandeja de papel atorada   buen mantenimiento super sucia ivaa
lubricacion a fusor ivaa
pad separador ivaa

despues de esto ver si requiere de aldo mas

total ivaa",1300.0,19/12/2022,Sistemas,0.3777658,2024-07-06
4,"al cambiar el toner negro y hacer la calibracion se queda en el amarillo  revision general sin cables el toner negro esta quebrado los de color dan mala calidad estan muy bajos

buen mantenimiento ivaa
traer toner para pruebas

no trae charola de papel y la bandeja de salida esta quebrada no se puede reparar",680.0,07/12/2022,Impresora Laser,0.41172317,2024-07-06
4,"marca papel atorado y no tiene nada atorado atasca de la bandeja y para que no atasque precionan la bandeja   no nos presento error de papel atorado
buen mantenimiento  netoa
cambio de goma band   netoa
cambio de pad band   netoa

total  netoa

rodillo de calor tiene un  de vida aprox aun no presenta mala calidad si despus marca lineas se tendra que cambiar",1680.0,07/12/2022,Sistemas,0.33603734,2024-07-06
4,"prendieron todos los botones y no imprime sin cables tintas debajo de la mitad marca cambio de cartuchos  cabezales  netona
recarga de tinta manual al sistema  netono acep

total  netono aceptado

nota no se maneja garantia en cabezales


se regresa sin reparacion",1420.0,08/11/2022,Impresora Tinta,0.26059934,2024-07-06
4,"jala la hoja y al salir la arrugacomo cordeaon si se abre la puerta de atras sale bien sin cables mantenimiento  netoa
rodillo de calor  netoa


total  netoa",1680.0,04/01/2023,Sistemas,0.28066686,2024-07-06
4,"mancha de magenta   buen mantenimiento ivaa

cambio de cartucho magenta derramando se requiere para pruebas",850.0,24/11/2022,Sistemas,0.3769578,2024-07-06
4,"mantenimiento   buen mantenimiento  netoa
cambio de goma  netoa
cambio pad separador  netoa

total  netoa


toner comienzan a estar bajos",2346.0,19/01/2023,Impresora Laser,0.42766982,2024-07-06
4,"activacion de office sin cables etsa orden corresponde a gilberto ramirez hubo error al registrar el equipo

activacion de office  netoa",200.0,08/07/2023,Sistemas,0.36054733,2024-07-06
4,"marca atasco de papel la bandeja no sube al mandar a imprimir sin cable mantenimiento  netoa
pad separador  netoa
cambio goma  netoa

total  netoa",1620.0,23/01/2023,Sistemas,0.32994324,2024-07-06
4,"puerto usb no lo reconoce   drum comienza a presentar mala calidad
cambio puerto usb  netoa
mantenimiento ivaa

total  netoa",1368.8,08/02/2023,Sistemas,0.33325174,2024-07-06
4,"mantenimiento no reconoce el drum sin cables con toner si reconoce el drum presenta mala calidad se requiere

buen mantenimiento ivaa",520.0,05/01/2023,Impresora Laser,0.4493331,2024-07-06
4,"no prende si logra encender formateo sin respaldo con eliminadorcompleto no trae tornillos ni disco duro

cambio de teclado ivano aceptado

se rgeresa sin reparacion",350.0,24/01/2023,Sistemas,0.4098779,2024-07-06
4,"atora las hojas al copiar o imprimir mantenimiento sin cables tintas por mitad trae mucha cucaracha viva y uerta primero es super mantenimiento y destapado de cabezal ivaa
si se autoriza y no destapa el cabezal se cobran iva por el material y trabajo invertidosa

despues valudar funcionamiento y ver si requiere de algo mas

no acepto a mitad del mantenimiento se manda a la basura",930.0,10/01/2023,Sistemas,0.3517265,2024-07-06
4,"al encender prende foco en verde salen  hojas en blanco con dos manchitas al mandar a imprimir imprime y se apaga cotizar charola de hojas sin cables con cartuchos drum presenta mala calidad no se apaga foco verde es por que se prepara
mantenimiento preventivo ivaa
bandeja de papel  netoa

total  netoa",930.0,14/02/2023,Sistemas,0.3832517,2024-07-06
