CLIENTE,COMBINADO,INGRESO
17,"    rep de traccion de papel seguro de banda serv destapado de cabezal    iva
",490.0
214,"    s     iva

s   irreparable",280.0
214,"       iva
",280.0
214,    ,280.0
227,"trabado el equipo   un servicio    iva

se recomienda formatear pero poner bitz para que aproveche toda la memoria que trae 
",464.0
214,falla teclado num   mant gral cinta carrete rollo rep de teclado navaja traccion de papel mant    iva,910.0
214,falla el tecaldo num   mant gral cinta rep teclado base de impresor y mant    iva,910.0
219,"ruidos al sacar copia tn los ruidos que nosotros detectamos son por las guias de papel   es normal 

desbloquear equipo y buen mantenimiento 
   iva
",580.0
214,mant gral   membrana de teclado y mant  ,380.0
214,no jala el papel mant gral cinta sin billeteramonedero tapa de impresor rep de traccion de papel mant    iva,830.0
216,"    servicio   
entintador   
",320.0
217,"rev gral  ctoner   un toner generico   neto 
mant   iva
",570.0
80,"no jala las hojas   objeto trabado en el mecanismo de la traccion de papel 

rep traccion  servicio    iva

",480.0
52,"revision   rep de traccion de papel servicio     iva
cartuchos agotados 

n    
c    

",2438.0
99,checar su funcionamiento se les cayo un dulce dentro de el alimentador de hojas pieza rota   traccion de papel y destapado  ,450.0
111,impresion tenue o en ocasiones en blanco tn cambio de contactos mantenimiento  ,480.0
187,"n o imprime tns banda de transferencia 
unidad de imagen  cltr

cartridge transfer series clp
",771.0
223,"revision gral eliminador    iva

",270.0
30,"  eliminador mantenimiento    iva
",180.0
225,rev sin  cinta tractor  ni tapas ser mantenimiento y ajustes en gral   iva,540.0
182,"    bateria y servicio 
v   ah                  iva
",430.0
98,"atora hojas  mant   goma pick up mant    iva
",730.0
226,"marca error   rep de navaja    
",530.0
228,"rev gral porta rollo    iva
",260.0
33,"atora hojas                 cuprosa  tn funda fusor y servico   
",830.0
26,arruga las hojas    ctn y dr   fusor  neto,2755.0
33,"julio guaro      especialidades agricolas  arruga las hojas primero buen mant y ver como reacciona    iva

equipo trae algun tipo de lubricante por todos lados 
desfase del carro ruidos fuertes no alimenta papeldemasiada tinta de deshecho 
",480.0
136,"se le va a cambiar el cable del display celiminador completo requiere cambio de cable flex iva menos  del servico anterior

total ivaa",1400.0
11,"aumento de memoria           sumamente lenta eliminador sin cable un servicio    iva

trae gb ddr mhz soporta gb trae  slots 
",2483.0
374,"mancha las hojas y las dobla   arruga las hojas primeramente tendriamos que realizar mantenimiento ivaa

validar si con mtto se corrige porblema si no se tendria que cambiar el rodillo de presion  netono se necesito

cambio de unidad de imagen dr   netona
cambio de toner bajo tn  netono aceptado",4540.0
105,"rev gral   dos baterias v ah servicio    iva
",950.0
55,"mancha en la hoja tn mant   
",480.0
230,"salen pedacitos de funda tn funda metalica destrozada 
rodillo de presion destrozado 
fusor completo 

fusor  
mano de obra mant 
",60.0
231,"  eliminador con cable    iva

",600.0
231,"  cable mecanismo  dlls 
mano de obra y mant    iva

 
incosteable 
",475.0
17," falta toner atora y arruga las hojas   pad separador de papel mant   iva


cilindro con un punto picado 
",630.0
47,"mantenimiento    mancha hojas tn cartucho de toner en mal estado  sustituir

mant    iva
",380.0
151,"tirando tinta  marca cambio de almohadilla      iva
",480.0
17,"atora hojas manchas en ella    en ocasiones marca error cinta trator guia papel sensor carro mant    iva
",740.0
212,"mantenimiento tn mantenimiento     iva
",300.0
131,"mant y deja tndr extras   mantenimiento    iva
",400.0
142,"ruidos  ccart y elim scable   cartucho color agotado 
deposito de deshechos lleno  saturado  

rep de traccion de papel buen mant  ",300.0
17,"no prende   si prende  manchas 

rodillo de calor  mant    iva",530.0
17,"no imprime  ctoner   funda del fusor mant    iva

",550.0
50,marca error   led constantemente prendido tn mantenimiento    iva,360.0
35,enciede y se apaga scables reparacion de fuente de poder ivaa,550.0
97,"no hace presion el rodillo ccinta y margarita  stapa reparacion de alimentacion de papel 
servicio 
tapa

 ivaaceptado",550.0
17,"atora las hojas   ctoner     mantenimiento    iva
",530.0
276,"se apaga   cambio de dos baterias v ah y servicio    iva
",900.0
233,"atoramientos 
 tn pad separador de papel servicio   
",825.0
227,"revospm gral eliminador sin cable carroceria no sirve el touchpad hay que formatear 
serv de respaldo y formateado    iva
",430.0
38,"rev gral tractor cinta  tapa acrilica sensor de carro y mant    iva
",630.0
38,"rev gral tractor cinta tapa acrilica completa servico y mant    iva
",480.0
532,repite imagen   ctoner   recubrimiento de rodillo de calor  y mantenimiento  total ,2040.0
35,boton de encendido y se va la imagen y aparece el recuadro de menu de pantalla y no se puede quitar con los botones de abajo revisar los botones   cambio de circuito de la memoria ivaa,530.0
598,"falla motor scable requiere mantenimiento  netoa                           cambio de filmina  netoa                                cambio de rodillo de presion  netoa                   kit de engranes  netoa                                       cambio de goma bandeja   netoa

total  netoa",3720.0
43,sresp formatear cw y drvers solamente   se le puso windows xp  no hay drivers para windows  se le deja eliminador ,350.0
232,"formatear srespaldo  cmonitor ghia  y dd externo celim y cable usb   disco duro externo esta daado no se puede recuperar informacion 
   iva
",380.0
38,"  tn funda fusor goma pick up mant    iva
",880.0
233,"cun solo elim scable  ccart  nc   cambio de base de cartuchos y mant   srom

serv de mant y cart cambiarlos  sqb      

",1070.0
55,"no prende celiminador sin cable  rep de fuente de poder  
",450.0
243,"trabado el scaner   no imprime color   rep de mecanismo destapado de cabezal    iva
",540.0
58,se ve la pantalla en blanco scables reparacion fuente de poder ivaa,550.0
1111,"no reconoce el disco duro solido le quedaba flojo y le adapto con un carton validar si se puede recuperar la informacion del dd celiminador completocdisco duro sata gb intel pentium dual core ghz gb ram ddrmhzgb ssd

formateo ivaa

dd se realizo un escaneo para reparar errores se paso la informacion al nuevo disco duro gb ivaa

total iva  tenia una de iva total iva",2560.0
48,"  tn papel enrollado en el fusor mant   

toner mancha  puntos   ",330.0
48,"no pasa el papel tn rep de traccion de papel goma pick up mant    iva

cambiar cartucho  trae pieza rota 

",770.0
48,"  tn recubrir rodillo de color 
mantenimiento   iva",730.0
235,"trabaja oficio             marca no trae papel            cambio de drum tn mant a software    iva
",180.0
227,"no prende   fuente de poder servicio    iva
",910.0
5,"arruga hojas tn marco
funda fusor mant    iva

toner mancha raya   nota",800.0
236,"no lo detecta el cpu celim scable   si lo detecto nuestro cpu 
falla es el cartucho de tinta  trae  y lleva el    
",722.0
157,marca error    rep de escaner    iva,380.0
10,atora hojas no toma de bandeja de abajo tn recubrimiento de rodillo de calor goma pick up charola  mant   ,180.0
58,se ve blanca la pantalla   cambio de pantalla ivaa,950.0
240,"cotizar bateris y teclado   celim scable
tableta vulcan vtas touch roto celim y cable usb   bateria    
teclado   
",965.0
241,"       iva
",260.0
90,no prende  celim y cable   fuente de poder interna ,600.0
241,"      iva
",260.0
98,"calidad en impresion   destapado de cabezal     iva
",450.0
97,"teclado duro y mant    completa stapa de teclad   teclado y mant   
",360.0
10,"atora hojas tn gom a pick up guia papel y mant    iva
",720.0
97,stapa   rep y mant  ,360.0
242,"no prende   dejo de copiar    proveedora rac  
   iva
",250.0
119,"mant   destapado de cabezal y mant   

",450.0
48,"atora papel eliminador sin cable   sin cartuchos cambio de encoder y esrvicoi    iva
",400.0
20,"revision   dos baterias v ah servicio   
",925.0
55,"pierde seal al imprimir  se traba la impresion scables toner presenta mala calidadrequiere cambio a  neto a

se realizaron  pruebas y no presenta fallade perder la seal o trabarse",428.0
167,"no prende   cambio de fuente de pode    iva
",480.0
598,"falla el motor scables mantenimiento  netoa
kit de engranes de fusor  netoa
goma bandeja   netoa
engrane de selenoide  netoa

total  netoa",2010.0
33,"  eliminador con cable mant  
adaptador malo 
",480.0
248,"cambiar informacion a disco o memoria usb    limpiar y cargar office antivirus adobe crobe  autocad y el data note               cotizar bateria eliminador con cable memoria g   

un servicio    iva
",570.0
258,rev gral margartia cinta ,360.0
249,"no abre windows              pantalla en negro   eliminador sin cable formatear sin respaldar       iva


",380.0
50,"formatear sin respaldo          office           windows       iva
",380.0
48,"  tn mantenimiento  

equibo bloqueado por causa de drum pone en corto al equipo sustituir dr 
",1460.0
80,"fusor tn rodillo de teflon mant    iva
",780.0
98,"impresion tenue y rev gral eliminador con cable  rep de sensor papel mant  
",520.0
125,"indica papel atorado mas no es asi tn reparacion traccion de papel mantenimiento    iva
",630.0
250,"al estar escribiendo se va a inicio de renglon
se traba
bateria 
golpeada
c elim scable   rep de bisagras carroceria  
",630.0
141,revision      iva   cada uno ,480.0
253,"no prende eliminador sin cable respaldo y formateo  
retirar bateria 
",430.0
136,"posible virus   servicio    iva
",430.0
64,"carroceria   rep carroceria y bisagra    iva
",48000.0
254,"mancha hojas   banda de transferencia tns ajuste y mantenimeinto    iva
",530.0
48,"  tn unidad de imagen en mal estado dr

sin costo 
",720.0
265,"no prende   rep de fuente de poder iva
mant iva",840.0
33,pantalla                   roselia  eliminador con cable cambio de pantalla  ,1570.0
281,"traccion papel y mant     ccart   se cambio equipo completo      iva
",510.0
83,"adf   ctndr   rep de adf mano de obra  
",480.0
277,"le cayo cafe no prende  celim y cable   bateria iva 
rep iva 
teclado iva",4770.0
3,"rev gral   no ha fallado
mantenimiento    iva
",360.0
199,"    rep de tarjet logica y serviico    iva
",50.0
48,"  sin toner recubrimiento del rodillo de calor mant    iva

",570.0
48,"  toner funda fusor mant  engrane  
",600.0
259,"impresion mal toner cambio de tarjeta logica mant    iva
",560.0
38,"rev gral sin toner buen mantenimiento    iva
",480.0
263,"teclado      iva
",260.0
271,"no toma la hoja cartuchos    i
",250.0
230,"rev gral  ctoner   tapa de area adf sensor de salida de papel mant  
cartucho toner en mal estado 
error a la salida de papel ruidos area adftapa quebrada",620.0
261,"rev gral   ctoner   cartucho de toner a    

rodillo de presion  funda de fusor rulo de salida de papel mant   
",1165.0
189,"truena el carro al caminar y no puden calibrar  ccarrete y rollo   rep de tapa  cabezales calibracion y servicio 
   iva
",320.0
3,"no prende     iva
fuente de poder  leds 
",400.0
77,"cabezal   celim y cable   cabezal   
manod e obra y servicio  
",1560.0
50,se reinicia           carpetas  reloj checador time work minolta   respaldar    si hay que formatear con windows xp   se hizo escaneo y entro windows    ,300.0
43,"marca errorctoner   tinta negra   

cartucho toner ds  
",1594.0
264,"revpara mejorar falta eliminador solo se puede aumentar la memoria de gb a gb ddr  mhz
  
",1440.0
50,"no prende  celim y cable   rep fuente interna     iva
",100.0
567,"atora hojas            con toner    mantenimiento y electroiman de la taccion de papel   iva

se entrega equipo",480.0
5,"atora hojas tn no autorizada

mant    iva
goma     iva

fusor completo dlls   precio abr 
num de parte hpqa",5302.0
287,"crollo y cinta   rep de traccion de papel    iva

",480.0
5,"boton de encendido queda prendido   bandera sensor de papel reset de almohadillas destapado de cabezal mant   
",450.0
26,rev gral   tractor cinta y perilla stapas   rep traccion del carro y mant iva,480.0
33,"enrolla las hojas tn rep de fusor y mant    iva
",480.0
104,"no prende     
repde fuente interna
",600.0
263,"rev gral   ferro mexicana 

  ",390.0
125,"en la hoja de prueba  raya tenue en la parte inferior tn servico   
ton er   
",760.0
272,"mant y veces tome hojas de mas   pad separador y mant    iva
",540.0
267,no entra a w   ,250.0
33,no prende seliminador tarjeta logica y servicio iva,1700.0
123,"iimpresion mala tn rep de fusor    iva
",250.0
137,"nube enla impresion tn funda origianl  fusor  mantenimiento   
",800.0
38,"  tapa acrilica cinta tractor perilla    
mantenimineto   ",510.0
141,"rev gral   una bateria v ah servicio    iva
",480.0
4,"  tn serv de mant    iva
",480.0
26,"atora hojas toner elelctroiman de la traccion de papel goma alimentadora de papel 
pad separardor d epappel
mantenimiento iva",525.0
274,"atora las hojas  ctoner   funda fusor goma pick up mant  iva
",920.0
141,"rev gral   una bateria v ah servicio    iva
",480.0
33, gaf    ,450.0
33,"trabada                                     paqueteria fleteado sin tapas cinta tracotr y atril  mascarilla rep de tractor y teclado    iva
",560.0
33,"pausada                                  paqueteria fleteado  tapa acrilica cinta sin tractor engrane de combinacion rep de tecladorep de tractor    
",560.0
51,"no jala bien las hojas    al parecer rodillo mal tn funda del fusor mant goma pickup    iva
",960.0
5,"al prenderse ruidos y se bloquea   rep y evicio    iva
",450.0
275,"formatear cw   un servico    iva
",380.0
26,mancha hoja    segun muestra  tn pad separador de papel  kit gomas alimentadoras de papel charola   iva ,2160.0
17,arruga hojas   mantenimiento recubrir rodillo de color   iva,660.0
137,"arruga las hojas  mantenimiento  rev general scables rodillo de presion iva
mantiva rep de la puerta
goma bandeja manual iva
ensamble de pad separador bandeja manualiva
kir de engranes de fusor iva

se regresa sin reparacion",2345.0
208,"rev gral     iva
",250.0
33,mensaje de error en los cabezales                            aquarama  pablo santana  eliminador con cable cambio cabesales  ,2500.0
